MUNICIPIO_COD;MREH0116;MREH0126;MREH0136;MREH0146;MREH0156;MREH0166;MREH0111;MREH0121;MREH0131;MREH0141;MREH0151;MREH0161;MREH0112;MREH0122;MREH0132;MREH0142;MREH0152;MREH0162;MREH0113;MREH0123;MREH0133;MREH0143;MREH0153;MREH0163;MREH0114;MREH0134;MREH0144;MREH0154;MREH0164;MREH0115;MREH0125;MREH0135;MREH0145;MREH0155;MREH0165;MREH02;MREH0316;MREH0326;MREH0336;MREH0346;MREH0356;MREH0366;MREH0311;MREH0321;MREH0331;MREH0341;MREH0351;MREH0361;MREH0312;MREH0322;MREH0332;MREH0342;MREH0352;MREH0362;MREH0313;MREH0323;MREH0333;MREH0343;MREH0353;MREH0363;MREH0314;MREH0334;MREH0344;MREH0354;MREH0364;MREH0315;MREH0325;MREH0335;MREH0345;MREH0355;MREH0365;MREH04
3118601;13329;0;394;4636;7224;1075;8824;0;258;3130;4391;1045;694;0;71;613;10;0;849;0;0;416;418;15;1013;0;74;939;0;1949;0;65;403;1466;15;Sim;616;0;25;160;148;283;444;0;25;115;59;245;0;0;0;0;0;0;42;0;0;6;18;18;51;0;15;36;0;79;0;0;24;35;20;Sim
3118700;269;1;81;107;49;31;237;1;81;80;45;30;0;0;0;0;0;0;13;0;0;8;4;1;19;0;19;0;0;0;0;0;0;0;0;Sim;20;0;10;7;3;0;17;0;9;6;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;1;0;Não
3118809;1015;-1;-1;-1;-1;-1;404;-1;-1;-1;-1;-1;0;0;0;0;0;0;34;-1;-1;-1;-1;-1;0;0;0;0;0;577;-1;-1;-1;-1;-1;Sim;118;0;1;79;19;19;10;0;0;9;0;1;0;0;0;0;0;0;3;0;0;1;1;1;0;0;0;0;0;105;0;1;69;18;17;Não
3118908;244;-1;-1;-1;-1;-1;152;-1;-1;-1;-1;-1;0;0;0;0;0;0;17;0;0;5;12;0;6;0;6;0;0;69;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119005;269;1;66;88;111;3;251;1;66;88;93;3;0;0;0;0;0;0;17;0;0;0;17;0;0;0;0;0;0;1;0;0;0;1;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119104;797;-1;-1;-1;-1;-1;767;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;30;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119203;453;85;72;167;62;67;264;66;50;58;24;66;0;0;0;0;0;0;16;0;6;4;5;1;0;0;0;0;0;173;19;16;105;33;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119302;1218;1;268;456;452;41;679;1;137;247;255;39;0;0;0;0;0;0;94;0;14;48;31;1;0;0;0;0;0;445;0;117;161;166;1;Sim;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;1;0;1;0;0;0;Não
3119401;3089;27;299;1382;1232;149;1732;3;187;821;646;75;2;0;1;1;0;0;207;0;6;69;116;16;72;0;2;70;0;1076;24;105;489;400;58;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119500;586;1;141;183;221;40;323;1;98;56;140;28;0;0;0;0;0;0;33;0;1;22;8;2;0;0;0;0;0;230;0;42;105;73;10;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119609;211;0;8;142;61;0;121;0;8;68;45;0;0;0;0;0;0;0;24;0;0;18;6;0;0;0;0;0;0;66;0;0;56;10;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119708;164;0;33;76;36;19;122;0;25;58;21;18;0;0;0;0;0;0;14;0;5;8;0;1;0;0;0;0;0;28;0;3;10;15;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119807;231;0;51;117;-1;-1;178;0;40;86;-1;-1;0;0;0;0;0;0;20;0;5;13;-1;-1;0;0;0;0;0;33;0;6;18;-1;-1;Sim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
3119906;174;4;54;60;56;0;6;0;1;4;1;0;149;3;49;49;48;0;13;1;4;2;6;0;0;0;0;0;0;6;0;0;5;1;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3119955;358;0;74;124;108;52;244;0;56;79;76;33;0;0;0;0;0;0;45;0;6;16;23;0;0;0;0;0;0;69;0;12;29;9;19;Sim;9;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;3;1;0;0;0;0;0;0;3;0;2;1;0;0;Não
3120003;254;0;63;130;61;0;181;0;47;89;45;0;0;0;0;0;0;0;43;0;6;29;8;0;0;0;0;0;0;30;0;10;12;8;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120102;307;-1;-1;-1;-1;-1;199;-1;-1;-1;-1;-1;0;0;0;0;0;0;24;-1;-1;-1;-1;-1;0;0;0;0;0;84;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120151;321;38;109;96;43;35;222;20;95;54;21;32;0;0;0;0;0;0;27;0;0;20;4;3;0;0;0;0;0;72;18;14;22;18;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120201;416;1;178;139;66;32;361;0;160;115;56;30;0;0;0;0;0;0;7;0;2;2;3;0;4;0;4;0;0;44;1;16;18;7;2;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120300;389;0;140;146;75;28;311;0;120;102;61;28;0;0;0;0;0;0;47;0;18;22;7;0;0;0;0;0;0;31;0;2;22;7;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120409;370;0;123;151;96;0;236;0;85;95;56;0;0;0;0;0;0;0;31;0;0;19;12;0;0;0;0;0;0;103;0;38;37;28;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120508;394;1;154;82;77;80;371;1;152;76;62;80;0;0;0;0;0;0;23;0;2;6;15;0;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120607;288;0;75;118;60;35;201;0;60;79;33;29;0;0;0;0;0;0;47;0;6;26;14;1;4;0;0;4;0;36;0;9;13;9;5;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120706;318;0;21;144;96;57;220;0;16;103;44;57;0;0;0;0;0;0;28;0;2;11;15;0;0;0;0;0;0;70;0;3;30;37;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120805;402;0;98;180;121;3;236;0;65;101;68;2;0;0;0;0;0;0;21;0;3;11;7;0;0;0;0;0;0;145;0;30;68;46;1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120839;331;0;112;105;79;35;125;0;55;31;17;22;0;0;0;0;0;0;19;0;0;12;7;0;0;0;0;0;0;187;0;57;62;55;13;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120870;381;0;95;124;103;59;300;0;87;81;81;51;0;0;0;0;0;0;13;0;0;10;3;0;0;0;0;0;0;68;0;8;33;19;8;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3120904;1974;0;324;1201;449;0;1861;0;322;1134;405;0;0;0;0;0;0;0;105;0;2;59;44;0;8;0;8;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121001;311;0;86;144;68;13;232;0;82;99;38;13;1;0;1;0;0;0;19;0;3;7;9;0;0;0;0;0;0;59;0;0;38;21;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121100;293;0;83;115;86;9;221;0;76;80;56;9;0;0;0;0;0;0;26;0;2;12;12;0;2;0;2;0;0;44;0;5;21;18;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121209;474;73;87;182;132;0;0;0;0;0;0;0;317;63;76;121;57;0;26;1;2;10;13;0;10;0;10;0;0;121;9;9;41;62;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121258;459;0;95;187;113;64;195;0;37;79;49;30;65;0;11;14;17;23;41;0;10;23;6;2;0;0;0;0;0;158;0;37;71;41;9;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121308;273;0;72;112;89;0;178;0;52;69;57;0;0;0;0;0;0;0;6;0;0;1;5;0;0;0;0;0;0;89;0;20;42;27;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121407;352;-1;-1;-1;-1;-1;245;-1;-1;-1;-1;-1;0;0;0;0;0;0;8;-1;-1;-1;-1;-1;0;0;0;0;0;99;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121506;212;0;105;53;54;0;166;0;105;37;24;0;0;0;0;0;0;0;11;0;0;3;8;0;0;0;0;0;0;35;0;0;13;22;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121605;1490;0;217;609;598;66;972;0;182;365;386;39;112;0;3;82;25;2;79;0;7;19;47;6;0;0;0;0;0;327;0;25;143;140;19;Sim;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;Não
3121704;246;22;61;81;51;31;111;6;28;24;32;21;0;0;0;0;0;0;27;1;2;11;10;3;0;0;0;0;0;108;15;31;46;9;7;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121803;337;0;152;128;56;1;233;0;101;95;37;0;0;0;0;0;0;0;48;0;19;20;8;1;0;0;0;0;0;56;0;32;13;11;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3121902;272;0;84;111;76;1;88;0;25;28;35;0;0;0;0;0;0;0;16;0;3;6;7;0;5;0;5;0;0;163;0;56;72;34;1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122009;625;0;57;288;191;89;270;0;28;104;49;89;53;0;0;53;0;0;43;0;2;23;18;0;0;0;0;0;0;259;0;27;108;124;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122108;353;0;124;125;71;33;169;0;67;49;32;21;0;0;0;0;0;0;17;0;0;6;11;0;4;0;4;0;0;163;0;57;66;28;12;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122207;353;1;114;200;36;2;132;0;60;57;15;0;0;0;0;0;0;0;16;0;0;12;2;2;0;0;0;0;0;205;1;54;131;19;0;Sim;13;0;6;7;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;9;0;4;5;0;0;Não
3122306;4676;1;634;1432;1509;1100;3374;0;522;902;1185;765;125;0;97;18;8;2;135;1;14;51;61;8;304;0;304;0;0;738;0;1;157;255;325;Sim;511;2;339;135;32;3;12;0;0;0;12;0;463;2;318;129;14;0;9;0;0;0;6;3;6;0;6;0;0;21;0;21;0;0;0;Não
3122355;392;-1;-1;-1;-1;-1;229;-1;-1;-1;-1;-1;0;0;0;0;0;0;35;-1;-1;-1;-1;-1;0;0;0;0;0;128;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122405;260;1;98;61;53;47;179;1;79;30;28;41;0;0;0;0;0;0;30;0;7;12;7;4;9;0;9;0;0;42;0;12;10;18;2;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122454;477;1;173;112;125;66;292;0;93;39;94;66;0;0;0;0;0;0;13;0;6;4;3;0;0;0;0;0;0;172;1;74;69;28;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122470;201;0;36;91;50;24;129;0;26;48;31;24;0;0;0;0;0;0;34;0;8;20;6;0;0;0;0;0;0;38;0;2;23;13;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122504;318;0;104;131;83;0;231;0;82;94;55;0;0;0;0;0;0;0;24;0;3;9;12;0;0;0;0;0;0;63;0;19;28;16;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122603;273;0;74;109;48;42;196;0;67;71;26;32;0;0;0;0;0;0;12;0;2;5;5;0;1;0;1;0;0;64;0;5;32;17;10;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122702;225;0;55;92;44;34;184;0;48;68;34;34;0;0;0;0;0;0;12;0;2;7;3;0;0;0;0;0;0;29;0;5;17;7;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122801;241;0;94;47;80;20;211;0;84;47;60;20;0;0;0;0;0;0;30;0;10;0;20;0;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3122900;302;0;77;116;82;27;238;0;77;60;74;27;0;0;0;0;0;0;23;0;0;15;8;0;4;0;4;0;0;37;0;0;37;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123007;385;81;88;85;80;51;136;21;25;26;32;32;0;0;0;0;0;0;23;0;5;7;10;1;0;0;0;0;0;226;60;58;52;38;18;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123106;402;2;158;155;87;0;151;0;57;51;43;0;0;0;0;0;0;0;33;0;8;13;12;0;0;0;0;0;0;218;2;93;91;32;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123205;520;3;114;188;190;25;294;0;60;103;110;21;0;0;0;0;0;0;35;0;4;11;18;2;5;0;0;5;0;186;3;50;74;57;2;Sim;2;0;0;1;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
3123304;229;0;49;107;53;20;105;0;40;35;20;10;119;0;9;70;30;10;5;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123403;168;0;41;58;69;0;92;0;24;32;36;0;0;0;0;0;0;0;20;0;2;5;13;0;0;0;0;0;0;56;0;15;21;20;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123502;249;0;14;179;53;3;157;0;4;120;30;3;0;0;0;0;0;0;35;0;0;20;15;0;2;0;0;2;0;55;0;10;39;6;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123528;278;0;40;91;147;0;133;0;14;35;84;0;0;0;0;0;0;0;26;0;4;6;16;0;1;0;1;0;0;118;0;22;49;47;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123601;857;215;100;178;264;100;794;215;100;178;201;100;0;0;0;0;0;0;63;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;Sim;32;0;12;16;4;0;16;0;5;10;1;0;0;0;0;0;0;0;3;0;0;0;3;0;3;0;3;0;0;10;0;7;3;0;0;Não
3123700;532;86;71;240;134;1;235;60;26;105;43;1;0;0;0;0;0;0;30;1;6;16;7;0;0;0;0;0;0;267;25;39;119;84;0;Sim;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;0;Não
3123809;350;0;48;181;99;22;224;0;32;82;88;22;0;0;0;0;0;0;38;0;4;30;4;0;0;0;0;0;0;88;0;12;69;7;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123858;291;0;102;103;56;30;184;0;63;61;30;30;0;0;0;0;0;0;10;0;4;4;2;0;0;0;0;0;0;97;0;35;38;24;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3123908;462;0;223;68;111;60;180;0;69;22;29;60;0;0;0;0;0;0;38;0;6;18;14;0;0;0;0;0;0;244;0;148;28;68;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124005;825;196;164;217;248;0;738;196;164;210;-1;0;0;0;0;0;0;0;80;0;0;0;-1;0;0;0;0;0;0;7;0;0;7;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124104;1745;-1;-1;-1;-1;-1;1202;-1;-1;-1;-1;-1;0;0;0;0;0;0;126;-1;-1;-1;-1;-1;2;0;2;0;0;415;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124203;867;16;179;433;172;67;571;4;97;296;112;62;0;0;0;0;0;0;73;0;31;34;6;2;0;0;0;0;0;223;12;51;103;54;3;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124302;1018;-1;-1;-1;-1;-1;662;-1;-1;-1;-1;-1;0;0;0;0;0;0;140;-1;-1;-1;-1;-1;0;0;0;0;0;216;-1;-1;-1;-1;-1;Sim;130;-1;-1;-1;-1;-1;63;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;-1;-1;-1;-1;-1;0;0;0;0;0;64;-1;-1;-1;-1;-1;Não
3124401;255;0;77;74;71;33;171;0;60;40;41;30;0;0;0;0;0;0;46;0;14;14;16;2;1;0;1;0;0;37;0;3;19;14;1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124500;296;0;79;83;45;89;0;0;0;0;0;0;263;0;79;65;31;88;8;0;0;2;6;0;0;0;0;0;0;25;0;0;16;8;1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124609;235;0;99;95;41;0;163;0;79;62;22;0;4;0;1;2;1;0;17;0;4;7;6;0;0;0;0;0;0;51;0;15;24;12;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124708;327;7;92;109;75;44;233;7;70;62;60;34;0;0;0;0;0;0;7;0;1;4;1;1;9;0;9;0;0;78;0;21;34;14;9;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124807;362;0;70;135;141;16;177;0;30;51;89;7;0;0;0;0;0;0;70;0;17;23;25;5;0;0;0;0;0;115;0;23;61;27;4;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3124906;461;0;169;167;100;25;226;0;87;75;51;13;0;0;0;0;0;0;31;0;7;12;8;4;0;0;0;0;0;204;0;75;80;41;8;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125002;310;-1;-1;-1;-1;-1;199;0;16;104;40;39;0;0;0;0;0;0;23;-1;-1;-1;-1;-1;34;0;34;0;0;54;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim
3125101;2153;0;669;675;809;0;663;0;180;107;376;0;191;0;108;79;4;0;143;0;33;48;62;0;42;0;42;0;0;1114;0;348;399;367;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125200;200;5;79;66;50;0;118;5;50;32;31;0;0;0;0;0;0;0;17;0;6;0;11;0;14;0;14;0;0;51;0;23;20;8;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125309;311;58;48;107;97;1;200;41;38;53;68;0;0;0;0;0;0;0;27;2;4;13;7;1;0;0;0;0;0;84;15;6;41;22;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125408;270;0;49;115;72;34;153;0;33;50;38;32;0;0;0;0;0;0;9;0;0;5;4;0;0;0;0;0;0;108;0;16;60;30;2;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125507;289;-1;-1;-1;-1;-1;238;-1;-1;-1;-1;-1;16;-1;-1;-1;-1;-1;35;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125606;363;-1;-1;-1;-1;-1;287;-1;-1;-1;-1;-1;0;0;0;0;0;0;6;-1;-1;-1;-1;-1;0;0;0;0;0;70;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125705;567;1;164;164;125;113;307;0;66;69;65;107;0;0;0;0;0;0;44;0;3;13;22;6;0;0;0;0;0;216;1;95;82;38;0;Sim;2;0;0;1;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
3125804;251;0;112;72;67;0;172;0;86;40;46;0;0;0;0;0;0;0;28;0;4;15;9;0;0;0;0;0;0;51;0;22;17;12;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125903;412;6;139;139;99;29;219;6;95;57;32;29;0;0;0;0;0;0;23;0;9;8;6;0;24;0;12;12;0;146;0;35;62;49;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3125952;415;3;167;113;76;56;183;1;58;53;19;52;0;0;0;0;0;0;11;0;4;2;5;0;8;0;8;0;0;213;2;105;50;52;4;Sim;13;0;5;6;1;1;12;0;4;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Não
3126000;339;5;117;107;92;18;217;4;99;59;40;15;0;0;0;0;0;0;21;0;6;8;7;0;15;0;4;11;0;86;1;12;36;34;3;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
3126109;2171;5;441;887;634;204;1250;0;294;449;322;185;145;2;53;73;17;0;171;0;18;81;67;5;73;0;73;0;0;532;3;76;211;228;14;Sim;134;0;57;57;18;2;100;0;44;45;11;0;14;0;11;3;0;0;14;0;2;6;6;0;3;0;3;0;0;3;0;0;0;1;2;Não
3126208;423;0;121;158;116;28;229;0;62;78;71;18;0;0;0;0;0;0;19;0;3;7;9;0;0;0;0;0;0;175;0;56;73;36;10;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
